# user: test #
SW,63548192989865,UserInterfaceCapturer (Running) - Microsoft Visual Studio
MOV,63548192991033,None,1394,451
MOV,63548192991041,None,1402,452
MOV,63548192991049,None,1411,452
MOV,63548192991057,None,1422,453
MOV,63548192991065,None,1432,454
MOV,63548192991073,None,1443,456
MOV,63548192991081,None,1453,456
MOV,63548192991089,None,1465,456
MOV,63548192991097,None,1480,456
MOV,63548192991105,None,1493,456
MOV,63548192991113,None,1507,456
MOV,63548192991121,None,1521,456
MOV,63548192991129,None,1535,456
MOV,63548192991136,None,1550,456
MOV,63548192991144,None,1564,457
MOV,63548192991153,None,1582,457
MOV,63548192991161,None,1599,457
MOV,63548192991169,None,1612,457
MOV,63548192991177,None,1625,457
MOV,63548192991185,None,1637,457
MOV,63548192991193,None,1649,457
MOV,63548192991201,None,1660,457
MOV,63548192991209,None,1672,457
MOV,63548192991217,None,1682,457
MOV,63548192991225,None,1692,457
MOV,63548192991233,None,1702,457
MOV,63548192991241,None,1710,458
MOV,63548192991249,None,1717,459
MOV,63548192991257,None,1727,459
MOV,63548192991265,None,1732,461
MOV,63548192991273,None,1739,462
MOV,63548192991280,None,1747,463
MOV,63548192991289,None,1757,464
MOV,63548192991297,None,1763,467
MOV,63548192991305,None,1774,469
MOV,63548192991313,None,1783,473
MOV,63548192991321,None,1796,476
MOV,63548192991329,None,1805,479
MOV,63548192991337,None,1814,482
MOV,63548192991345,None,1820,483
MOV,63548192991353,None,1825,485
MOV,63548192991361,None,1831,488
MOV,63548192991369,None,1834,489
MOV,63548192991377,None,1838,490
MOV,63548192991385,None,1842,491
MOV,63548192991393,None,1844,492
MOV,63548192991401,None,1847,492
MOV,63548192991409,None,1850,493
MOV,63548192991417,None,1851,494
MOV,63548192991425,None,1853,494
MOV,63548192991433,None,1853,494
MOV,63548192991521,None,1854,494
MOV,63548192991536,None,1855,493
MOV,63548192991545,None,1855,488
MOV,63548192991553,None,1855,484
MOV,63548192991561,None,1855,477
MOV,63548192991569,None,1855,468
MOV,63548192991577,None,1855,457
MOV,63548192991585,None,1855,447
MOV,63548192991593,None,1852,437
MOV,63548192991601,None,1846,423
MOV,63548192991609,None,1839,412
MOV,63548192991617,None,1824,394
MOV,63548192991625,None,1796,373
MOV,63548192991633,None,1759,349
MOV,63548192991641,None,1714,329
MOV,63548192991649,None,1670,314
MOV,63548192991657,None,1646,306
MOV,63548192991665,None,1635,303
MOV,63548192991673,None,1621,300
MOV,63548192991681,None,1610,298
MOV,63548192991689,None,1597,298
MOV,63548192991697,None,1584,298
MOV,63548192991705,None,1568,298
MOV,63548192991713,None,1551,298
MOV,63548192991721,None,1531,298
MOV,63548192991729,None,1512,299
MOV,63548192991737,None,1491,302
MOV,63548192991745,None,1467,306
MOV,63548192991753,None,1443,312
MOV,63548192991774,None,1420,322
MOV,63548192991775,None,1401,329
MOV,63548192991777,None,1390,335
MOV,63548192991785,None,1376,345
MOV,63548192991793,None,1362,355
MOV,63548192991801,None,1350,366
MOV,63548192991809,None,1335,380
MOV,63548192991817,None,1317,398
MOV,63548192991825,None,1298,423
MOV,63548192991833,None,1282,450
MOV,63548192991841,None,1270,476
MOV,63548192991849,None,1258,497
MOV,63548192991857,None,1246,518
MOV,63548192991865,None,1234,539
MOV,63548192991873,None,1225,553
MOV,63548192991881,None,1216,564
MOV,63548192991889,None,1208,574
MOV,63548192991897,None,1199,583
MOV,63548192991905,None,1195,588
MOV,63548192991913,None,1192,589
MOV,63548192991921,None,1192,589
MOV,63548192991953,None,1192,588
MOV,63548192991961,None,1196,574
MOV,63548192991969,None,1213,547
MOV,63548192991977,None,1230,518
MOV,63548192991985,None,1250,495
MOV,63548192991992,None,1275,473
MOV,63548192992000,None,1296,454
MOV,63548192992009,None,1330,424
MOV,63548192992017,None,1368,395
MOV,63548192992024,None,1406,368
MOV,63548192992032,None,1441,346
MOV,63548192992040,None,1481,323
MOV,63548192992048,None,1521,302
MOV,63548192992057,None,1570,283
MOV,63548192992064,None,1622,269
MOV,63548192992072,None,1670,259
MOV,63548192992081,None,1722,251
MOV,63548192992089,None,1772,250
MOV,63548192992097,None,1823,250
MOV,63548192992105,None,1880,250
MOV,63548192992113,None,1939,250
MOV,63548192992121,None,1997,257
MOV,63548192992129,None,2056,267
MOV,63548192992137,None,2117,277
MOV,63548192992145,None,2170,285
MOV,63548192992153,None,2215,294
MOV,63548192992161,None,2265,300
MOV,63548192992168,None,2304,315
MOV,63548192992177,None,2349,324
MOV,63548192992185,None,2384,333
MOV,63548192992193,None,2413,336
MOV,63548192992201,None,2430,338
MOV,63548192992209,None,2445,340
MOV,63548192992217,None,2456,341
MOV,63548192992225,None,2460,341
MOV,63548192992233,None,2463,341
MOV,63548192992264,None,2464,339
MOV,63548192992272,None,2464,332
MOV,63548192992281,None,2459,320
MOV,63548192992288,None,2448,306
MOV,63548192992297,None,2433,289
MOV,63548192992305,None,2422,270
MOV,63548192992313,None,2409,251
MOV,63548192992321,None,2397,232
MOV,63548192992329,None,2385,211
MOV,63548192992337,None,2376,197
MOV,63548192992345,None,2361,178
MOV,63548192992353,None,2343,155
MOV,63548192992361,None,2323,134
MOV,63548192992382,None,2295,112
MOV,63548192992384,None,2250,92
MOV,63548192992385,None,2209,77
MOV,63548192992393,None,2166,64
MOV,63548192992401,None,2131,55
MOV,63548192992409,None,2102,51
MOV,63548192992417,None,2085,51
MOV,63548192992424,None,2066,51
MOV,63548192992432,None,2049,51
MOV,63548192992440,None,2035,51
MOV,63548192992448,None,2020,51
MOV,63548192992456,None,2005,54
MOV,63548192992464,None,1992,59
MOV,63548192992472,None,1983,61
MOV,63548192992480,None,1972,64
MOV,63548192992488,None,1966,67
MOV,6354
